review,result
"Notorious is an efficient biopic, and a celebratory exercise in nostalgia for hip-hop fans of a certain age.",Fresh
"Even when this 'authorized' movie biography makes you long for the 'explicit' version, Woolard's tour de force finds the human details that forged an artist and lets Biggie fly.",Fresh
"Turns Biggie Smalls into an unpleasant, thoughtless caretaker of urban hopes and dreams, encased within a film that seeks to dust off a profitable legend instead of challenging a controversial legacy.",Rotten
"What really saves Notorious are the performances of rapper Jamal Woolard, who captures some of The Notorious B.I.G.'s playful charm, and newcomer Naturi Naughton, who dazzles early on as the fiery Lil' Kim.",Fresh
"The rare music biopic that leaves you not just humming the songs but thinking about life and death, the strategy of fame, and the business of the business.",Fresh
"Notorious is a good film in many ways, but its best achievement is the casting of Jamal Woolard, a rapper named Gravy, in the title role.",Fresh
"There's something restrictive and reductive about the format of showbiz biopics that this film, despite great music and unique tale of the slain raper, doesn't fully escape.",Rotten
"If there's a guide book on how to create a standard rags-to-riches music biopic, the makers of Notorious must have memorized every page.",Rotten
"The best way to remember Biggie Smalls is to listen to ""Juicy"" or ""Things Done Changed"" or any of the virtuosic autobiographical raps in which Christopher Wallace paints his own world with more immediacy and wit than Notorious ever manages to muster.",Rotten
"Biggie is played well by newcomer Jamal Woolard, who not only looks the part but has the moves of a slick street rapper down.",Fresh
[Director] George Tillman Jr. and the two unknown film writers...are burying you in minutiae and putting way too much of a positive spin on the life of a common thug.,Rotten
A mostly laudatory account of a young musician's life and career that is calculated to put Wallace in a positive light.,Rotten
I kind of expect a puff piece with Sean Combs as the producer... pun intended.,Fresh
"Gritty, affecting rapper biopic is too intense for kids.",Fresh
"Notorious sticks pretty well to the actual events of Biggie's life, at least the famous ones, but it has little to say about the man that's not available on his Wikipedia entry.",Rotten
"Notorious is like a piece of well-crafted bling. It looks good, and facets of it shine, but behind the gilded facade there's not much there.",Rotten
"This tale of triumph and tragedy within hip hop's elite is intelligent, gripping and far less sensationalistic than anyone could have expected.",Fresh
"When it comes to the outsized character at its center, Notorious is the rich, complicated and affectionate tribute he deserves.",Fresh
"The best thing about Notorious is its across-the-board, excellent cast, especially the soulful Woolard and Mackie's mesmerizing work as the complex Shakur.",Fresh
"Lacks the irresistible bump of Biggie's music and the flow of his rhymes; unlike Wallace, the filmmakers don't create anything fresh from the elements 'sampled' from the art (in this case, musical movie biographies) of the past...",Rotten
For anyone looking for something as real or engaging as Biggie's music -- or a good introduction to it -- will be disappointed by this mediocre celluloid life-after-death.,Rotten
"It must have been an act of great restraint for Sean Combs to resist titling this film, about Chris Wallace, his close friend turned rapper and cultural icon, The Notorious B.I.G. -- The Sean Combs Story.",Rotten
"Notorious is surprisingly and pleasantly unflashy, a straightforward picture that makes a distinction between classiness and bling.",Fresh
The film might have been just another middling musical biopic had the lead role not been so perfectly cast.,Fresh
No fire in this tale about one of rap music's most notorious shooting stars.,Rotten
"George Tillman Jr.'s film may follow the well-worn path of many a musical biography. But spot-on casting, a light touch around the edges and affection for its subject makes this warts-and-all look at the big man with the big hits a winner.",Fresh
"There's no sense of reality, no feel of the streets, none of the raw zest and spark that spilled out of Biggie's music. This is the type of biopic Hollywood made in the '40s about people like Johann Strauss or Cole Porter: phony to its bones.",Rotten
"The script lets too much slide, and director George Tillman Jr. -- whose biggest films have been Soul Food and the Barbershop franchise -- abets it.",Rotten
"The film takes a greatest-hits approach to its subject's life story, condensing his rise to fame, fall from grace and steps towards redemption into an easily digestible narrative that entertains, but rarely enlightens.",Fresh
"Closer to Scorsese than Scarface, Notorious gives a heartfelt yet clear-eyed sendoff to the late Brooklyn rapper Christopher Wallace, aka Biggie Smalls aka the Notorious B.I.G.",Fresh
It's unlikely there will be a better dramatization of the Biggie Smalls story than this one.,Fresh
"Notorious obviously loves its protagonist, but the movie can't get past its own starstruck awe.",Rotten
"Notorious has a fine time along the way, with Woolard channeling the rapper's sweetness and wit as comfortably as his pathos.",Fresh
"Notorious is hagiography with guns, grass and flesh, but it's a kind of whitewash all the same.",Rotten
"Notorious is slightly better than the average hip-hop biopic (50 Cent's Get Rich or Die Tryin' among them). But the Great American Hip-Hop Film is still out there somewhere, waiting to be told.",Rotten
The performances and the passion fueling this film are astounding.,Fresh
A vivid biopic of the larger-than-life rap star that doesn't require you be a big fan of the genre.,Fresh
"This flick smoothes out the roughest edges, drains off the rawness and blandly retraces the narrative arc of every musical biopic since The Jazz Singer.",Rotten
"Notorious is a game of dress-up, the Greatest Hits version of Biggie's life. But in the end, it fails to present a convincing argument of why we should care.",Rotten
"Notorious, directed by George Tillman Jr. with a sentimental touch, seems torn.",Rotten
"This engrossing biopic, throbbing with style and attitude, will likely add to his legend.",Fresh
"If you give this fictionalized film biography a try, you may find yourself caught up in his troubled and complicated rise to prominence -- like me.",Fresh
An enjoyably ridiculous entertainment about a pursy young man with mysterious sex appeal who turns the rap world on its ear.,Fresh
"[Director Tillman has] imbued Biggie's story with emotions that bring home the full arc of a tumultuous, complicated life. That's why you don't have to love hip-hop to be glad you've seen Notorious.",Fresh
"As presented by the filmmakers, Wallace was a jumble of contradictions which they do nothing to explain.",Rotten
[G]ives new depth of meaning to the word hagiography...,Rotten
"A hagiography of the late hip-hop star Christopher Wallace a.k.a. The Notorious B.I.G., this overlong biopic glosses over so much detail and avoids the real man so much, it's a fan-magazine profile gone B.I.G.-screen.",Rotten
"Although one may question how objective it is, considering it's produced by Wallace's mother and Sean ""P. Diddy"" Combs, 'Notorious' is explosive, fun and entertaining.",Fresh
"I can honestly see people hating this film but for fans of Biggie's music like myself, the film is a great memorial to one of the best rappers ever.",Fresh
Parental Content Review,Fresh
"The film's unhurried, uncompressed feel yields many juicy moments worth savoring.",Fresh
"Anyone looking for a dispassionate, evenhanded account of the life of Biggie Smalls will be disappointed, perhaps even dismayed, by Notorious.",Rotten
This is a disappointingly conventional film that offers up all the key moments of B.I.G's life and a lot of his music but which fails at making the case for the ultimate importance of either one.,Rotten
"A relentlessly-unapologetic immorality play about a bona fide ghetto gangsta' apt to entertain even Joe Six-Pack to the extent Middle America is inclined to buy into the Hip-Hop Generation's mantra, 'Don't hate the playa, hate the game.'",Fresh
"Biggie lived a HUGE life in only 24 years, but this film has two hours and never sells me. Isn't selling what Sean 'Puffy' Combs is supposed to be an expert at?",Rotten
"Notorious is a well-made, compelling, and ultimately humane film, even if you don't like rap music.",Fresh
"Even if we miss the thinking that went into the creation of Wallace's B.I.G.-ger-than-life alter ego, the movie's performances are exultant.",Fresh
I never bought into the chase-your-dream theme. The dream that Biggie sought was not anything that Martin Luther King would have taken pride in.,Rotten
"The movie leaves us with the sense that, twelve years after Biggie Smalls's death, a lot of people are trying to extract whatever profit or pride they can from the chaotic life of a young man who was, as he well knew, a work in progress.",Rotten
"If Milk set the standard for biopics in 2008, then 2009 is off to a strong start with Notorious.",Fresh
"For a hardcore fan of his music and his life, it rings true.",Fresh
"Failing to find a message to champion, this shiny, polished biopic glosses over many of the warts which continue to tarnish the accomplished rapper's legacy.",Rotten
It's always interesting to watch real life unfold.,Fresh
"Notorious manages to convey what made both ""Biggie"" and Christopher Wallace so memorable, in the process introducing the man and his music to a whole new generation of fans.",Fresh
"Even though it brings little that's new or innovative to the table, ""Notorious"" is a must for anyone even moderately interested in the history of hip-hop in the 1990s.",Fresh
"the first drama about a hip-hop star's personal and professional life, rather than the culture itself, and it is worthwhile.",Fresh
A hip hop hagiography that plays like a straight-to-TV movie.,Rotten
"As mainstream hip hop becomes ever more predictable, so do the biopics about its stars.",Rotten
"Notorious is undeniably entertaining and Woolard's excellent, but ultimately the film buys a little too much into hip hop's frequent misogyny and Wallace's enforced sainthood.",Fresh
"This is an MTV-friendly, slick and styled production that tells one version of a very murky story and does it with plenty of energy but little imagination.",Rotten
It's ultimately a generic music biopic.,Fresh
"Notorious plays even more conventional than Eminem's 8 Mile or 50 Cent's Get Rich or Die Tryin', with its TV movie predictability (rueful voiceover and all) taking the gangsta out of gangsta rap.",Rotten
"Shooting shy of scandal, Notorious turns the life of Biggie Smalls into an off-the-peg cautionary yarn. Aside from Woolard's larger-the-life lead turn, it's strictly B.I.G. for beginners.",Rotten
"It's a dim, poorly executed, eccentrically cast film and you'd be better off seeking out Nick Broomfield's 2002 documentary Biggie and Tupac.",Rotten
A fitfully fascinating rise-and-demise yarn that will probably leave hip-hop fans underwhelmed while also alienating middlebrow audiences hoping for an inspirational night out.,Fresh
"Although guilty of assuming too much pre-knowledge on the viewer's part, it's a solid rap opus that snarls down Eminem's 8 Mile with heavyweight confidence.",Fresh
"Before giving in to sentiment, the film struggles to make us like this talented man who never quite grew up.",Fresh
It's bang-average biopic fodder but fans will enjoy the attention to detail and hearing Biggie tracks on a cinema soundsystem.,Rotten
"A watchable, if admittedly one-sided, biopic with a handful of strong performances, though it rarely scratches the surface of its subject and wears out its welcome long before the end.",Fresh
"Jamal Woolard is an inspired piece of casting in the title role, not disguising sweetness behind the macho and arrogant gangsta facade.",Fresh
A hagiographical whitewash.,Rotten
"For his legions of fans there's nothing new to discover about their flawed, but musically gifted, hero in a movie that, for them at least, will only serve to add to his legend.",Fresh
Now in blows the myth of the myth: a brashly entertaining biopic.,Fresh
"This team have smoothed over the details of Biggie's rags-to-riches ascent, they haven't succeeded in making it terribly interesting.",Rotten
This film by George Tillman Jr is less about the street politics and more about the slushy soap opera going on at home.,Rotten
"This is Hollywood hagiography at its most patronising and preposterous - a product, as well as a celebration, of a diseased, materialistic culture.",Rotten
Fans of Biggie will find a thrill in watching Jamal Woolard bring him back to life after death.,Fresh
"The boasts get louder, the bling shinier, but the film itself just gets increasingly monotonous.",Rotten
"This glossy bioflick of late hip hop legend Christopher 'The Notorious BIG' Wallace - aka Biggie Smalls, or 'Chrissy-poo' to his momma - is unlikely to trouble the Academy.",Rotten
"Like Violet Kray producing a film about her twin sons. The movie doesn't ignore its subject's shortcomings, but it sentimentalises them and becomes increasingly incoherent as it proceeds.",Rotten
"The inclusion of real-life footage and re-enacted YouTube clips is an interesting idea, but with each awkward stab at a new shooting style, Tillman Jr moves closer towards disgracing his subject with yet another hack job.",Rotten
A swaggering delve into the life of the biggest of all rappers.,Fresh
"It isn't the most subtle movie, with characters constantly spelling out the big message - in order to change the world, you first have to change yourself.",Fresh
"A big, bad bundle of biopic cliches, a glitzy whitewash filled with wince-inducing dialogue and propelled by a smug, from-beyond-the-grave voiceover.",Fresh
There is little here to attract anyone but the core fan-base.,Rotten
[An] intermittently entertaining but thoroughly conventional Biggie biopic.,Rotten
What might have been an African-American gangland epic with a killer soundtrack treads safely as a run-of-the-mill biopic.,Rotten
"Notorious is a pretty standard biopic, and is probably largely compromised. If you've never seen Nick Broomfield's excellent 2002 doco Biggie And Tupac, you'd be better served hunting that down instead.",Rotten
"While the script provides ample illustrations of Wallace's tough life, there is not enough focus on what set the recording star apart from his peers or why he became so incredibly popular so quickly.",Rotten
"While it's now less a case of race than class in black film, Notorious seems to still be taking tabloid cues more from alien ghetto underclass drama and what's come before, rather than bringing new and improved insight to the table beyond the cool music.",Rotten
"You've heard of laundering money? Well, this film biography of rapper Notorious B.I.G. has all the earmarks of--not monetary but morality cleansing.",Rotten
Notorious is a tribute the rapper's contribution to pop culture.,Fresh
"Though it never quite devolves into pure hagiography, the film's central tale of crack dealer made good is sometimes a little too hokey for its own good.",Rotten
"Absent the actual music, Notorious would be a lot worse.",Rotten
"This film knows the lyrics, but not the music.",Rotten
"Newcomer Jamal Woolard is a natural as the mammoth rapper, easily adopting Biggie's cheeky swagger and rasping speech... [But] the story suffers as it tries to capture every last moment of the rapper's life.",Fresh
There's not many surprises here for fans of the big man or those new to his work but the music is great and a major + point is that Sean 'Puffy' Combs (Derek Luke) is the film's producer.,Fresh
This so-bad-it's-actually-almost-brilliant biopic has an endearingly dodgy way of softening up hard facts.,Fresh
Woolard also performs much of the film's music.,Fresh
Bernie Mac's last film before his untimely death is a let-it-rip irreverent comedy invested with Bernie's trademark brand of earthy humor.,Fresh
"A combination road movie, musical excursion, and comedy is marred by the tedious bickering of the two lead characters.",Rotten
Cannibalizes both the Stax/Motown era of soul music and the shopworn road movie with an equal lack of freshness.,Rotten
"There's a nice chemistry between Mac and Samuel L. Jackson in this latest variant of the road movie, which contains comedic elements but actually works better as a drama.",Fresh
"The plot outline for Soul Men could fit comfortably on a single note card, with room left over for a grocery list and a few phone numbers.",Rotten
"The late Bernie Mac scores big laughs in this raucous, music-filled comedy.",Fresh
"Jackson and Mac click. They're perfectly believable as 'funk comrades' from back in the day, polyester princes reduced to asking for the AARP discount when they hit hotels they once trashed in the best rock-star tradition.",Fresh
Soul Men is the most disappointing tribute to black pop music since the OutKast movie Idlewild.,Rotten
"It's just another grumpy-old-men grousefest with a gooey center, like The Sunshine Boys or The Bucket List. Even its musical nostalgia comes off as more concocted than felt.",Rotten
"(Mac) uses his comedic talents to the best of his ability, leaving a lasting impression for the audience to cherish and take home with them.",Fresh
This is not just one of the worst movies of the year (which it would have been whether Mac and Hayes were still alive or not) but one of the most depressing movie-related experiences that I can recall having in a long time.,Rotten
If the Weinsteins had any soul themselves they would take this film and bury it along with every other film they seem to these days instead of trying to cash it in as some misbegotten tribute to Bernie Mac's legacy.,Rotten
"It'd be a step up if we could call this a poor Odd Couple knockoff, but it's not even that good: it's more like a juvenile grossout comedy for oldsters...",Rotten
Too many of the jokes rely on bad language and gratuitously outrageous behavior. Jackson and Mac have moments together that add some fun and even a little bit of soul.,Rotten
"No matter what else is going on in Soul Men, it's difficult not to be moved by the posthumous performances of Bernie Mac and Isaac Hayes",Fresh
The only laugh in this demeaning film filled with vulgar language is unintended; the amateurish scene trying to hide the fact that neither Jackson nor Mac can dance.,Rotten
"All told, Soul Men is not much of a legacy for Mac or anyone else, but he's sporadically endearing in the role.",Rotten
a fitting accolade to a fallen funnyman,Fresh
"Soul Men is a raucous, rambling comedy, offering some laughs, some groans and a feast for fans of the musical idioms it mocks and celebrates.",Fresh
"It doesn't sound like the likeliest pairing, but it works surprisingly well. Samuel L. Jackson and the late Bernie Mac make a winning duo in the bawdy buddy road-trip picture Soul Men.",Fresh
"Anyone who had affection for the late Bernie Mac would have a hard time not enjoying his last performance, no matter how cliched and trite this buddy road movie is.",Rotten
"A tribute to a musical era gone by as well as Mac's career, Soul Men is highly imperfect but also hugely enjoyable.",Fresh
Fans of Bernie Mac won't want to miss his final screen performance. Everyone else need not bother.,Rotten
"Though this is far from Mac's most memorable work, his appealing performance will undoubtedly remind the audience how much he'll be missed.",Fresh
Soul Men is pure mediocrity.,Rotten
"A funny picture, just not a consistent one, starting Bernie Mac's good-bye tour on a delightfully rowdy note, while reminding the viewer that as hilarious a man as he was, Mac had lousy taste in screenplays.",Rotten
Soul Men is a chance to salute these masters of mirth and music. Take it.,Fresh
No one could accuse Soul Men of originality -- it cribs liberally from countless buddy films and road movies -- but it offers enough energy and humor to overcome its shortcomings.,Fresh
"There are moments of comedic fire that justify the presence of the two stars in the film, and us in the theater.",Fresh
You want a good time? Soul Men will provide it. You want to say goodbye to Bernie Mac? He wants to say goodbye to you.,Fresh
"Soul Men is a raucous send-off for the late Bernie Mac, a gleefully profane take on the road-trip movie that earns its R rating early and often.",Fresh
Crude and unfunny...less fitting tribute than major disappointment.,Rotten
"This tale of old pros quickly turns into amateur hour, with comedic hijinks way, way below the sort of situations these two vets should have to deal with.",Rotten
Late great Bernie Mac's last laugh is for adults.,Fresh
"If Jackson and the late Bernie Mac weren't chewing up the scenery in an incessant game of one-upmanship, this might have worked nearly as well (as The Blues Brothers).",Rotten
Soul Men just doesn't find the right rhythms.,Rotten
"what else would you expect from the director that gave us this February's pinnacle of cinema tripe, Welcome Home Roscoe Jenkins?",Rotten
This is a perfect example of what happens when you try to combine 2 dramatically different tones into one movie.,Rotten
A muddled effort that strains to come together.,Rotten
"The movie crams in myriad needless subplots -- ostensibly to provide padding, which only draws attention to how thin the original story really is.",Rotten
The flick is nothing special but it is a great light for Bernie Mac to go out on. He was able to be as filthy as possible.,Fresh
What keeps this medium-grade formula picture from coming to a complete stop are the precious crumbs of genuinely funny comedic banter between well-paired stars Samuel Jackson and Bernie Mac.,Rotten
"In spite of its title, the film has precious little soul, but its real offense is being Mac's final on screen credit.",Rotten
"'Soul Men' is not only a tribute to Mac and Hayes, but the film is also funny, often outrageously crude, and pleasurable.",Fresh
"Unfortunately, [it's] not good enough to make up for the unnecessary proliferation of Viagra humor, rectal-exam jokes and comedy at the expense of women.",Rotten
"Bernie Mac's penultimate feature is a soul movie with genuine heart, a crowd-pleasing comedy that leans more heavily toward laughs for the majority of the running time, yet still manages to draw the viewer in with a slightly more earnest subplot.",Fresh
Samuel L. Jackson continues his tradition of inventive facial hair in Soul Men. And his tradition of appearing in movies unworthy of his talent.,Rotten
"While it's a shamelessly mediocre movie, it's not mediocre in the usual ways.",Rotten
"Soul Men has a lot to overcome in its effort to be funny. The pall over it can be ignored only intermittently, at least for the time being.",Rotten
The only good reason to see the otherwise dismal comedy Soul Men is to have a look at the late actor and comedian Bernie Mac in one of his final screen roles.,Rotten
So why is this film worth seeing? Because it's an ideal showcase for Mac's peerless comic chops.,Fresh
"Director Lee bets everything on chemistry, and gets a decent pay-off from the casting of Jackson and Bernie Mac.",Fresh
Soul Men casts the best possible leads in the worst possible movie.,Rotten
We've heard this tune before.,Rotten
"Sort of a riff on The Sunshine Boys with hints of Dreamgirls, about all Malcolm D. Lee's relentlessly crass comedy has going for it are some amusing Motown-ish numbers and the chemistry between Mac and his real-life friend Samuel L. Jackson.",Rotten
"It grieves me to report that Bernie Mac's posthumous movie release, Soul Men, hardly does the great comedian justice.",Rotten
"Ultimately, Soul Men achieves modest goals comedically and soars high musically, and it deserves credit for that.",Fresh
"That Soul Men proves an entertaining-enough diversion has less to do with the pedestrian screenplay and direction than the high-wattage, crowd-pleasing showmanship of Mac and co-star Samuel L. Jackson.",Fresh
Mac and Jackson clearly have such a blast singing and dancing you can't help but feel their groove. The rest of the movie should have jived as well.,Rotten
"Bernie Mac's death doesn't make Soul Men any better, but it may make it worth seeing.",Rotten
"There's a raunchy energy to Soul Men that cannot be denied. Even if the film is derivative, predictable, visibly low-budget and crude, it's also darn funny a good deal of the time.",Fresh
"There's nothing here you haven't seen before, but the genuine and infectious chemistry between Mr. Jackson and Mr. Mac and the irresistible energy of their performances is more than enough to give the movie real heft and momentum.",Fresh
Mac was a magnetic performer with a long history of redeeming mediocre movies; unfortunately this is another one.,Fresh
"Samuel L. Jackson and Bernie Mac appear to be having a good time, and for most of this raunchy, poorly orchestrated buddy comedy, that's enough.",Rotten
"When it succeeds, it's because of Mac and Jackson, two performers who give their all even when the material is measly.",Fresh
"Instead of establishing a consistent comic rhythm, Mac and Jackson spend most of the film's 103-minute runtime yelling at each other.",Rotten
It's the script and not Floyd that needs a shot of Viagra.,Rotten
Parental Content Review,Rotten
"Another one of those movies that should have stayed the course with the comedy, instead of steering into the iceberg known as drama",Rotten
"Mac could have wished for better for his final film, but this is a picture about entertainers and damned if he isn't one",Rotten
"...a sweet and occasionally funny, but over-amped and limply constructed comedy...",Rotten
"This isn't the perfect buddy flick, but ""Soul Men"" is a perfectly acceptable tribute to the late Bernie Mack, a talented comedian/actor who died too soon.",Fresh
"A tender, tangy and wild tale in a kooky convergence of music, memory and male bonding blues. And a movie truly about lasting impressions, where you're very likely to laugh till you cry, when not the other way around.",Fresh
A definite + is the sense of nostalgia generated by the movie's postscript affectionately acknowledging the passing of both Bernie Mac and Isaac Hayes.,Fresh
"Considering the canvas the story provides, and the richness of the tradition it taps into, the amount and quality of the music is pretty disappointing.",Rotten
"This one's only fair, but it has its low-down wiles and its moments.",Fresh
"It is not a perfect film but it is a nice, solid reminder of how great Bernie Mac was.",Fresh
It really is bittersweet to watch Mac in one of his final performances. He makes the most of pretty average material here.,Rotten
"This may not be a great movie, but I still couldn't help falling in love with it.",Fresh
Soul Men could have been so much more.,Rotten
"Mostly, the film works, due largely to the bickering, grumpy-old-men dynamic between the two leads.",Fresh
Bernie Mac can say MF too.,Fresh
Sam Jackson and Bernie Mac look positively pained when they squeeze into Pip-like suits and begin to sing.,Rotten
Nothing great comedy or drama happens in Soul Men. The pleasure comes in seeing Samuel L. Jackson and the late Bernie Mac do their stuff.,Fresh
...a bittersweet pleasure thanks to the two stars.,Fresh
Soul Men spins an erratic tune.,Rotten
"'Soul Men' is a mediocre film at best, buoyed by the abrasive chemistry of Bernie Mac and Samuel L. Jackson.",Rotten
"Awkwardly sentimental but nevertheless sharply spry in song and sass, Lee's acid-tongued Soul Men certainly have something to sing about.",Fresh
"The filmmakers chose to go too often to the well, I mean the toilet, for inspiration.",Rotten
Are there two other actors who are able to utter the word 'motherf**ker' with such forceful comic authority? I think not.,Fresh
Be prepared to laugh out loud and move to the music as Soul Men has plenty of both to offer.,Fresh
"Soul Men may get by on novelty, but what novelty!",Fresh
"In the end, its lack of originality and extremely low sense of humor keep Soul Men down a lot further than it deserves. There's potential there, but it's never realized.",Rotten
"Occasionally funny, frequently toe tappin', and sporadically a jumbled mess.",Fresh
"John Cusack is the voice of Igor, a hunchbacked laboratory assistant to the doomed mad scientist Dr. Glickenstein (voiced by John Cleese), in this irresistible animated comedy",Fresh
"for riffing so expertly on classic horror flicks, and for plumbing the depths of horror in the relentless perkiness of ""Tomorrow"" from the musical Annie, it deserves a medal",Fresh
"With its belabored gags, misfired pop-culture references and garish visuals crammed together like so many disjointed body parts, this manic kidpic cranks up the annoy-o-meter early on and rarely lets up.",Rotten
"Although the visuals tantalize and the actors providing the voices add a lot of sass, the result is only so-so.",Rotten
"Sweet-natured but saddled with strained wisecracking humor and over-busy plotting, Igor never quite manages to shake off a feeling of familiarity.",Rotten
"With nearly non-stop laughs from an amazing cast, an excellently written, thoroughly surprising story line with images you never thought you'd see in an animated feature before and top notch animation, there is no way you can lose.",Fresh
Mad-scientist comedy is fine for younger kids.,Fresh
"Igor tries to spoof Mary Shelley just as Shrek did the Brothers Grimm, but something tells us this movie's charmless hero won't make an ogre-size impression on kid audiences. Call it a hunch.",Rotten
There's enough good stuff here that a better 'toon could have been stitched together from the many promising funny parts.,Rotten
"A potentially original premise and an eager voice cast led by John Cusack and Molly Shannon are left to decay amid a clunky story vaguely reminiscent of Monsters, Inc. and images often resembling visuals rejected from Tim Burton's Corpse Bride.",Rotten
... a haphazard collection of spare movie parts cobbled together in a pale imitation of better-animated comedies.,Rotten
"Director Anthony Leondis peppers his tale with a host of leaden cinematic references children will almost surely miss, which is just as well since virtually every film-related gag directed at adults feels like a pitiful attempt at knowing cleverness.",Rotten
"Some of the nasty jokes may seem shocking with young ones around, but they'll keep adults awake through the utterly, painfully familiar three-act snoozefest.",Rotten
This monster mishmash is less than a graveyard smash.,Rotten
"While this is no WALLE, or Ratatouille, it does bring to mind Monsters, Inc. and some of the visual flair of Burton's The Corpse Bride.",Fresh
Even the desolate future envisioned in this summer's hit Wall-E has more immediate appeal for kids who might not be familiar with the source material for Igor.,Rotten
"While the stitches holding together the plot are clearly visible, Igor breathes some enjoyable life into its stolen grab-bag of gimmicks.",Fresh
"Director Tony Leondis and screenwriter Chris McKennna have mined everything from Young Frankenstein to Sleepy Hollow to Japanese anime to the German Neo-Expressionists to create that rare thing, a cartoon for adults.",Fresh
So bad it's scary.,Rotten
I think we need a No Child Left Behind Act for the movies.,Rotten
A modest do-gooder trying to pretend that its not Cartoonland's most direct attack of the Bush administration.,Rotten
Igor? No. More like Ibore.,Rotten
Igor's actually a light-hearted comedy that's surprisingly sweet.,Fresh
...an entertaining piece of illustrated radio.,Fresh
"Igor, like the Frankenstein's monster at the centre of its tired plot, looks like something cobbled together out of used, very used, parts.",Rotten
"Tim Burton, have you misplaced your sketchpad? Because I think Igor found it.",Rotten
"While much of the banter between the characters is inventive, the plot turns are predictable - complete with a romantic misunderstanding straight out of The Karate Kid (and 20 other films).",Rotten
Pieced together from Tim Burton and various other sources with more desperation than inspiration.,Rotten
"Fun enough stuff for you parental units, but be prepared if the kids turn into antsy little monsters.",Fresh
"Competent, but not a prizewinner.",Rotten
"You can think of it as an animated riff on the American dream: Our fate is determined not by the accident of our birth, but our own will, intelligence and talent. And let's not forget serendipity.",Fresh
"My kid went with it, and I had a fairly good time, as I waited for the reappearance of a marble-mouthed peasant tart, voiced by Jennifer Coolidge. Half the time her line readings are hilarious, and it's impossible to know why.",Rotten
"A completely original concept, a Frankenstein 'toon that's clever enough to please both kids and their parents (for a change).",Fresh
"To convince you that it's full of surprises, the movie throws in Louis Prima songs where they don't belong, and it riffs on classic monster-movie cliches mostly by spinning them into newly unfunny cliches.",Rotten
"While not quite as alive as I'd wish, this is still a movie with more electric creativity then a lot of other stuff I've seen this year, and as far as kids are concerned this is one experiment worth letting them conduct by themselves.",Fresh
Has there ever been so amiably demented a flick as this one...?,Fresh
...too visually busy to be pleasing to the eye and lacks the wit needed in the creation of a fantastical locale.,Rotten
"...non-kids may not find a lot to really love about it. This may be irrelevant, however.",Rotten
The tone of the movie is cheerily macabre.,Fresh
[Y]oung viewers [who] like a mix of slapstick and watered down scares they'll have a fine time. Adults will be left rolling their eyes and checking their watches.,Rotten
"There's scant reward for sitting through Igor, an animated twist on the Frankenstein story that never sparks to life.",Rotten
"A Frankensteinian mishmash of parts, with drawings that are derived from Tim Burton grafted onto a script filled with Shrek-style sarcasm.",Rotten
"This is where most lower-quality animated films fail %u2013 not in the animation, but in the writing.",Rotten
A blind children's chorus singing 'I Can See Clearly Now' is among the highlights of this otherwise forgettable animated feature.,Rotten
I have been singing 'Tomorrow' from Annie for a few days now. Someone is going to murder me or I'm going to have to smack myself in the head and I blame it all on Igor.,Rotten
"By the time kids are old enough for some of the film's content, I'm not so sure they'll care about the lackluster Igor.",Rotten
"Tepid stuff, with a plot so transparently predictable that even 5-year-olds who haven't been to the movies much will be saying, 'I've seen it.'",Rotten
"an adventurous, amiable attraction.",Fresh
"Well, here's another animated movie.",Rotten
The character design looks like warmed-over Tim Burton and the computer animation is flat and inexpressive.,Rotten
"What a strange little movie is ""Igor!""",Fresh
"The parts of the whole are far too mediocre to really soak in and laugh with, in the end...",Rotten
This is what happens when you combine THE NIGHTMARE BEFORE CHRISTMAS with SHREK. It should have been called DRECK!,Rotten
"Ultimately the film can only dream of having the magic, personality and charm of the Tim Burton efforts it so obviously plagiarises",Rotten
Decent animated horror spoof that plays better for older film buffs than their youthful offspring.,Fresh
Makes up for its simplistic story with some demented humour,Fresh
This animated underdog tale needs more time in the lab.,Rotten
"I can't really recommend it, but Igor provides all the clever puns and non-sequiturs and hipness that you'd expect from a mid-range computer-animated movie.",Rotten
"If you've not been prepared by Ratatouille, the film's periodic darkness may be quite astonishing.",Fresh
"Enjoyable animated comedy with likeable characters, impressive animation and some good gags, though it runs out of steam towards the end.",Fresh
"But there's not much form to the plot which develops in fits and starts. Nevertheless, those kids that weren't confused appeared to enjoy it, so there you go.",Fresh
"Igor's leaden plotting, miscast voiceovers and tasteless one-liners are likely to leave every member of the family wishing this creation had never been born.",Rotten
"You do feel that, with it's knowing one-liners and classic movie references, Igor is trying terribly hard to amuse an adult audience, possibly at the expense of children it should be entertaining.",Fresh
"This film is outclassed by the Pixar stable, but it's entertaining stuff for the children.",Fresh
"It's spirited and funny in its better moments, and gives a sly spin to the clichés rather than just parroting them wholesale.",Fresh
"Igor is a bit of a Franken-toon itself, stitching grown-up gags to a Disneyfied storyline (beauty is on the inside; don't step on others to get ahead; yada yada yada) while lurching wildly from one age group to the other.",Fresh
"It's fatally split between catering for children who won't understand most of the references, and adults who will find it garish and relentlessly noisy.",Rotten
"More well-aimed wit was needed, less grapeshot wackiness.",Rotten
This dark-toned animation borrows its style from Tim Burton's Nightmare Before Christmas and Corpse Bride without adding much of its own to the macabre mayhem.,Rotten
